,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
130,102.65,72.5,72.5,73.43,72.57,0.1,1.0,0.0,0.9,0.0,0.0,0,1
131,102.66,72.5,72.5,73.47,72.65,0.1,1.0,0.0,0.9,0.0,0.0,0,1
132,102.69,72.5,72.5,73.19,72.65,0.1,1.0,0.0,0.9,0.0,0.0,0,1
133,102.75,72.5,72.5,73.09,72.63,0.1,1.0,0.0,0.9,0.0,0.0,0,1
134,102.77,72.5,72.5,72.93,72.61,0.1,1.0,0.0,0.9,0.0,0.0,0,1
135,102.79,72.5,72.5,72.88,72.58,0.1,1.0,0.0,0.9,0.0,0.0,0,1
136,102.83,72.5,72.5,72.95,72.57,0.1,1.0,0.0,0.9,0.0,0.0,0,1
137,102.88,72.5,72.5,72.45,72.54,0.1,1.0,0.0,0.9,0.0,0.0,0,1
138,102.91,72.5,72.5,72.64,72.51,0.1,1.0,0.0,0.9,0.0,0.0,0,1
139,102.93,72.5,72.5,72.62,72.48,0.1,1.0,0.0,0.9,0.0,0.0,0,1
140,102.96,72.5,72.5,72.47,72.46,0.1,1.0,0.0,0.9,0.0,0.0,0,1
141,103.01,72.5,72.5,72.37,72.43,0.1,1.0,0.0,0.9,0.0,0.0,0,1
142,103.03,72.5,72.5,72.22,72.39,0.1,1.0,0.0,0.9,0.0,0.0,0,1
143,103.06,72.5,72.5,71.96,72.38,0.1,1.0,0.0,0.9,0.0,0.0,0,1
144,103.09,72.5,72.5,71.72,72.33,0.1,1.0,0.0,0.9,0.0,0.0,0,1
145,103.12,72.5,72.5,71.5,72.24,0.1,1.0,0.0,0.9,0.0,0.0,0,1
146,103.15,72.5,72.5,71.27,72.16,0.1,1.0,0.0,0.9,0.0,0.0,0,1
147,103.19,72.5,72.5,71.08,72.05,0.1,1.0,0.0,0.9,0.0,0.0,0,1
148,103.25,72.5,72.5,70.88,71.96,0.1,1.0,0.0,0.9,0.0,0.0,0,1
149,103.28,72.5,72.5,70.72,71.87,0.1,1.0,0.0,0.9,0.0,0.0,0,1
150,103.26,72.5,72.5,70.62,71.78,0.1,1.0,0.0,0.9,0.0,0.0,0,1
151,103.3,72.5,72.5,70.45,71.71,0.1,1.0,0.0,0.9,0.0,0.0,0,1
152,103.33,72.5,72.5,70.42,71.65,0.1,1.0,0.0,0.9,0.0,0.0,0,1
153,103.36,72.5,72.5,70.3,71.61,0.1,1.0,0.0,0.9,0.0,0.0,0,1
154,103.38,72.5,72.5,70.21,71.56,0.1,1.0,0.0,0.9,0.0,0.0,0,1
155,103.42,72.5,72.5,70.13,71.49,0.1,1.0,0.0,0.9,0.0,0.0,0,1
156,103.46,72.5,72.5,70.1,71.43,0.1,1.0,0.0,0.9,0.0,0.0,0,1
157,103.48,72.5,72.5,69.96,71.39,0.1,1.0,0.0,0.9,0.0,0.0,0,1
158,103.45,72.5,72.5,69.84,71.36,0.1,1.0,0.0,0.9,0.0,0.0,0,1
159,103.44,72.5,72.5,69.75,71.33,0.1,1.0,0.0,0.9,0.0,0.0,0,1
160,103.47,72.5,72.5,69.74,71.26,0.1,1.0,0.0,0.9,0.0,0.0,0,1
161,103.53,72.5,72.5,69.81,71.21,0.1,1.0,0.0,0.9,0.0,0.0,0,1
162,103.56,72.5,72.5,69.74,71.16,0.1,1.0,0.0,0.9,0.0,0.0,0,1
163,103.58,72.5,72.5,69.65,71.15,0.1,1.0,0.0,0.9,0.0,0.0,0,1
164,103.63,72.5,72.5,69.69,71.11,0.1,1.0,0.0,0.9,0.0,0.0,0,1
165,103.63,72.5,72.5,69.76,71.06,0.1,1.0,0.0,0.9,0.0,0.0,0,1
166,103.68,72.5,72.5,69.73,71.03,0.1,1.0,0.0,0.9,0.0,0.0,0,1
167,103.69,72.5,72.5,70.0,71.02,0.1,1.0,0.0,0.9,0.0,0.0,0,1
168,103.7,72.5,72.5,70.0,71.04,0.1,1.0,0.0,0.9,0.0,0.0,0,1
169,103.7,72.5,72.5,70.05,71.06,0.1,1.0,0.0,0.9,0.0,0.0,0,1
170,103.72,72.5,72.5,70.14,71.11,0.1,1.0,0.0,0.9,0.0,0.0,0,1
171,103.76,72.5,72.5,70.13,71.17,0.1,1.0,0.0,0.9,0.0,0.0,0,1
172,103.76,72.5,72.5,70.35,71.2,0.1,1.0,0.0,0.9,0.0,0.0,0,1
173,103.77,72.5,72.5,70.37,71.23,0.1,1.0,0.0,0.9,0.0,0.0,0,1
174,103.76,72.5,72.5,70.43,71.27,0.1,1.0,0.0,0.9,0.0,0.0,0,1
175,103.79,72.5,72.5,70.49,71.27,0.1,1.0,0.0,0.9,0.0,0.0,0,1
176,103.8,72.5,72.5,70.47,71.31,0.1,1.0,0.0,0.9,0.0,0.0,0,1
177,103.81,72.5,72.5,70.49,71.34,0.1,1.0,0.0,0.9,0.0,0.0,0,1
178,103.84,72.5,72.5,70.55,71.4,0.1,1.0,0.0,0.9,0.0,0.0,0,1
179,103.83,72.5,72.5,70.63,71.43,0.1,1.0,0.0,0.9,0.0,0.0,0,1
180,103.89,72.5,72.5,70.68,71.5,0.1,1.0,0.0,0.9,0.0,0.0,0,1
181,103.88,72.5,72.5,70.72,71.53,0.1,1.0,0.0,0.9,0.0,0.0,0,1
182,103.87,72.5,72.5,70.69,71.58,0.1,1.0,0.0,0.9,0.0,0.0,0,1
183,103.89,72.5,72.5,70.7,71.59,0.1,1.0,0.0,0.9,0.0,0.0,0,1
184,103.9,72.5,72.5,70.73,71.57,0.1,1.0,0.0,0.9,0.0,0.0,0,1
185,103.92,72.5,72.5,70.63,71.54,0.1,1.0,0.0,0.9,0.0,0.0,0,1
186,103.92,72.5,72.5,70.85,71.54,0.1,1.0,0.0,0.9,0.0,0.0,0,1
187,103.93,72.5,72.5,70.92,71.54,0.1,1.0,0.0,0.9,0.0,0.0,0,1
188,103.95,72.5,72.5,70.84,71.56,0.1,1.0,0.0,0.9,0.0,0.0,0,1
189,103.96,72.5,72.5,71.03,71.52,0.1,1.0,0.0,0.9,0.0,0.0,0,1
190,103.97,72.5,72.5,71.35,71.43,0.1,1.0,0.0,0.9,0.0,0.0,0,1
191,103.98,72.5,72.5,71.31,71.49,0.1,1.0,0.0,0.9,0.0,0.0,0,1
192,104.02,72.5,72.5,71.37,71.55,0.1,1.0,0.0,0.9,0.0,0.0,0,1
193,104.0,72.5,72.5,71.29,71.6,0.1,1.0,0.0,0.9,0.0,0.0,0,1
194,104.02,72.5,72.5,71.45,71.65,0.1,1.0,0.0,0.9,0.0,0.0,0,1
195,104.0,72.5,72.5,71.4,71.7,0.1,1.0,0.0,0.9,0.0,0.0,0,1
196,104.01,72.5,72.5,71.36,71.75,0.1,1.0,0.0,0.9,0.0,0.0,0,1
197,104.01,72.5,72.5,71.36,71.74,0.1,1.0,0.0,0.9,0.0,0.0,0,1
198,104.0,72.5,72.5,71.56,71.75,0.1,1.0,0.0,0.9,0.0,0.0,0,1
199,104.0,72.5,72.5,71.57,71.8,0.1,1.0,0.0,0.9,0.0,0.0,0,1
200,104.02,72.5,72.5,71.48,71.82,0.1,1.0,0.0,0.9,0.0,0.0,0,1
201,104.03,72.5,72.5,71.49,71.82,0.1,1.0,0.0,0.9,0.0,0.0,0,1
202,104.0,72.5,72.5,71.4,71.83,0.1,1.0,0.0,0.9,0.0,0.0,0,1
203,104.02,72.5,72.5,71.45,71.87,0.1,1.0,0.0,0.9,0.0,0.0,0,1
204,104.08,72.5,72.5,71.51,71.89,0.1,1.0,0.0,0.9,0.0,0.0,0,1
205,104.09,72.5,72.5,71.37,71.89,0.1,1.0,0.0,0.9,0.0,0.0,0,1
206,104.1,72.5,72.5,71.3,71.88,0.1,1.0,0.0,0.9,0.0,0.0,0,1
207,104.11,72.5,72.5,71.33,71.91,0.1,1.0,0.0,0.9,0.0,0.0,0,1
208,104.11,72.5,72.5,71.26,71.9,0.1,1.0,0.0,0.9,0.0,0.0,0,1
209,104.11,72.5,72.5,71.22,71.87,0.1,1.0,0.0,0.9,0.0,0.0,0,1
210,104.1,72.5,72.5,71.24,71.91,0.1,1.0,0.0,0.9,0.0,0.0,0,1
211,104.1,72.5,72.5,71.14,71.92,0.1,1.0,0.0,0.9,0.0,0.0,0,1
212,104.1,72.5,72.5,71.04,71.88,0.1,1.0,0.0,0.9,0.0,0.0,0,1
213,104.14,72.5,72.5,70.96,71.85,0.1,1.0,0.0,0.9,0.0,0.0,0,1
214,104.13,72.5,72.5,70.91,71.8,0.1,1.0,0.0,0.9,0.0,0.0,0,1
215,104.13,72.5,72.5,70.8,71.76,0.1,1.0,0.0,0.9,0.0,0.0,0,1
216,104.13,72.5,72.5,70.77,71.73,0.1,1.0,0.0,0.9,0.0,0.0,0,1
217,104.14,72.5,72.5,70.72,71.7,0.1,1.0,0.0,0.9,0.0,0.0,0,1
218,104.14,72.5,72.5,70.65,71.7,0.1,1.0,0.0,0.9,0.0,0.0,0,1
219,104.16,72.5,72.5,70.56,71.66,0.1,1.0,0.0,0.9,0.0,0.0,0,1
220,104.16,72.5,72.5,70.59,71.61,0.1,1.0,0.0,0.9,0.0,0.0,0,1
221,104.12,72.5,72.5,70.7,71.6,0.1,1.0,0.0,0.9,0.0,0.0,0,1
222,104.14,72.5,72.5,70.61,71.57,0.1,1.0,0.0,0.9,0.0,0.0,0,1
223,104.13,72.5,72.5,70.57,71.57,0.1,1.0,0.0,0.9,0.0,0.0,0,1
224,104.13,72.5,72.5,70.71,71.58,0.1,1.0,0.0,0.9,0.0,0.0,0,1
225,104.15,72.5,72.5,70.82,71.61,0.1,1.0,0.0,0.9,0.0,0.0,0,1
226,104.17,72.5,72.5,70.83,71.63,0.1,1.0,0.0,0.9,0.0,0.0,0,1
227,104.16,72.5,72.5,70.89,71.61,0.1,1.0,0.0,0.9,0.0,0.0,0,1
228,104.14,72.5,72.5,70.86,71.62,0.1,1.0,0.0,0.9,0.0,0.0,0,1
229,104.12,72.5,72.5,70.76,71.64,0.1,1.0,0.0,0.9,0.0,0.0,0,1
230,104.12,72.5,72.5,70.71,71.63,0.1,1.0,0.0,0.9,0.0,0.0,0,1
231,104.14,72.5,72.5,70.71,71.61,0.1,1.0,0.0,0.9,0.0,0.0,0,1
232,104.15,72.5,72.5,70.65,71.6,0.1,1.0,0.0,0.9,0.0,0.0,0,1
233,104.16,72.5,72.5,71.0,71.59,0.1,1.0,0.0,0.9,0.0,0.0,0,1
234,104.17,72.5,72.5,71.14,71.64,0.1,1.0,0.0,0.9,0.0,0.0,0,1
235,104.17,72.5,72.5,71.37,71.71,0.1,1.0,0.0,0.9,0.0,0.0,0,1
236,104.17,72.5,72.5,71.39,71.79,0.1,1.0,0.0,0.9,0.0,0.0,0,1
237,104.18,72.5,72.5,71.44,71.84,0.1,1.0,0.0,0.9,0.0,0.0,0,1
238,104.18,72.5,72.5,71.52,71.9,0.1,1.0,0.0,0.9,0.0,0.0,0,1
239,104.22,72.5,72.5,71.51,71.94,0.1,1.0,0.0,0.9,0.0,0.0,0,1
240,104.21,72.5,72.5,71.45,71.94,0.1,1.0,0.0,0.9,0.0,0.0,0,1
241,104.19,72.5,72.5,71.23,71.9,0.1,1.0,0.0,0.9,0.0,0.0,0,1
242,104.18,72.5,72.5,71.32,71.9,0.1,1.0,0.0,0.9,0.0,0.0,0,1
243,104.18,72.5,72.5,71.25,71.89,0.1,1.0,0.0,0.9,0.0,0.0,0,1
244,104.21,72.5,72.5,71.08,71.87,0.1,1.0,0.0,0.9,0.0,0.0,0,1
245,104.24,72.5,72.5,71.17,71.84,0.1,1.0,0.0,0.9,0.0,0.0,0,1
246,104.27,72.5,72.5,71.08,71.83,0.1,1.0,0.0,0.9,0.0,0.0,0,1
247,104.26,72.5,72.5,71.12,71.82,0.1,1.0,0.0,0.9,0.0,0.0,0,1
248,104.26,72.5,72.5,71.29,71.85,0.1,1.0,0.0,0.9,0.0,0.0,0,1
249,104.25,72.5,72.5,71.25,71.91,0.1,1.0,0.0,0.9,0.0,0.0,0,1
250,104.23,72.5,72.5,71.18,71.93,0.1,1.0,0.0,0.9,0.0,0.0,0,1
251,104.26,72.5,72.5,71.23,71.96,0.1,1.0,0.0,0.9,0.0,0.0,0,1
252,104.28,72.5,72.5,71.06,71.96,0.1,1.0,0.0,0.9,0.0,0.0,0,1
253,104.32,72.5,72.5,71.36,71.97,0.1,1.0,0.0,0.9,0.0,0.0,0,1
254,104.33,72.5,72.5,71.25,71.98,0.1,1.0,0.0,0.9,0.0,0.0,0,1
255,104.33,72.5,72.5,71.08,71.99,0.1,1.0,0.0,0.9,0.0,0.0,0,1
256,104.33,72.5,72.5,70.97,71.98,0.1,1.0,0.0,0.9,0.0,0.0,0,1
257,104.34,72.5,72.5,70.83,71.92,0.1,1.0,0.0,0.9,0.0,0.0,0,1
258,104.35,72.5,72.5,70.86,71.88,0.1,1.0,0.0,0.9,0.0,0.0,0,1
259,104.33,72.5,72.5,70.95,71.85,0.1,1.0,0.0,0.9,0.0,0.0,0,1
260,104.35,72.5,72.5,70.92,71.87,0.1,1.0,0.0,0.9,0.0,0.0,0,1
261,104.38,72.5,72.5,70.88,71.87,0.1,1.0,0.0,0.9,0.0,0.0,0,1
262,104.39,72.5,72.5,70.78,71.85,0.1,1.0,0.0,0.9,0.0,0.0,0,1
263,104.37,72.5,72.5,70.76,71.84,0.1,1.0,0.0,0.9,0.0,0.0,0,1
264,104.39,72.5,72.5,70.82,71.8,0.1,1.0,0.0,0.9,0.0,0.0,0,1
265,104.4,72.5,72.5,70.74,71.75,0.1,1.0,0.0,0.9,0.0,0.0,0,1
266,104.4,72.5,72.5,70.89,71.78,0.1,1.0,0.0,0.9,0.0,0.0,0,1
267,104.37,72.5,72.5,70.7,71.8,0.1,1.0,0.0,0.9,0.0,0.0,0,1
268,104.39,72.5,72.5,70.74,71.8,0.1,1.0,0.0,0.9,0.0,0.0,0,1
269,104.38,72.5,72.5,70.77,71.81,0.1,1.0,0.0,0.9,0.0,0.0,0,1
