,Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Return Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Return Air Fan Speed Control Signal,AHU: Exhaust Air Damper Control Signal  ,AHU: Outdoor Air Damper Control Signal  ,AHU: Return Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,AHU: Supply Air Duct Static Pressure Set Point,AHU: Supply Air Duct Static Pressure ,Occupancy Mode Indicator,Fault Detection Ground Truth
99,2007-08-28 01:39:00,74.84,55,78.84,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
100,2007-08-28 01:40:00,74.84,55,78.74,73.33,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
101,2007-08-28 01:41:00,74.95,55,78.65,73.33,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
102,2007-08-28 01:42:00,75.06,55,78.64,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
103,2007-08-28 01:43:00,74.84,55,78.57,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
104,2007-08-28 01:44:00,74.84,55,78.64,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
105,2007-08-28 01:45:00,74.84,55,78.66,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
106,2007-08-28 01:46:00,74.84,55,78.74,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
107,2007-08-28 01:47:00,74.84,55,78.67,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
108,2007-08-28 01:48:00,74.84,55,78.54,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
109,2007-08-28 01:49:00,74.84,55,78.48,73.33,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
110,2007-08-28 01:50:00,74.84,55,78.41,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
111,2007-08-28 01:51:00,74.84,55,78.42,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
112,2007-08-28 01:52:00,74.84,55,78.39,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
113,2007-08-28 01:53:00,74.84,55,78.32,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
114,2007-08-28 01:54:00,74.84,55,78.36,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
115,2007-08-28 01:55:00,74.84,55,78.52,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
116,2007-08-28 01:56:00,74.84,55,78.45,73.33,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
117,2007-08-28 01:57:00,74.84,55,78.44,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
118,2007-08-28 01:58:00,74.84,55,78.38,73.23,73.44,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
119,2007-08-28 01:59:00,74.84,55,78.3,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
120,2007-08-28 02:00:00,74.74,55,78.25,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
121,2007-08-28 02:01:00,74.74,55,78.18,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
122,2007-08-28 02:02:00,74.84,55,78.19,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
123,2007-08-28 02:03:00,74.74,55,78.16,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
124,2007-08-28 02:04:00,74.74,55,78.1,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
125,2007-08-28 02:05:00,74.84,55,78.07,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
126,2007-08-28 02:06:00,74.95,55,78.07,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
127,2007-08-28 02:07:00,74.74,55,77.96,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
128,2007-08-28 02:08:00,74.74,55,78.0,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
129,2007-08-28 02:09:00,74.74,55,78.02,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
130,2007-08-28 02:10:00,74.74,55,78.06,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
131,2007-08-28 02:11:00,74.74,55,78.08,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
132,2007-08-28 02:12:00,74.74,55,78.03,73.23,73.86,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
133,2007-08-28 02:13:00,74.74,55,78.04,73.23,73.86,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
134,2007-08-28 02:14:00,74.74,55,77.98,73.12,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
135,2007-08-28 02:15:00,74.63,55,78.0,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
136,2007-08-28 02:16:00,74.63,55,78.04,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
137,2007-08-28 02:17:00,74.63,55,78.02,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
138,2007-08-28 02:18:00,74.74,55,77.91,73.44,73.97,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
139,2007-08-28 02:19:00,74.74,55,77.93,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
140,2007-08-28 02:20:00,74.63,55,78.0,73.12,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
141,2007-08-28 02:21:00,74.63,55,78.09,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
142,2007-08-28 02:22:00,74.63,55,78.09,73.44,73.97,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
143,2007-08-28 02:23:00,74.84,55,78.05,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
144,2007-08-28 02:24:00,74.63,55,78.01,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
145,2007-08-28 02:25:00,74.63,55,77.93,73.12,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
146,2007-08-28 02:26:00,74.63,55,77.89,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
147,2007-08-28 02:27:00,74.63,55,77.87,73.23,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
148,2007-08-28 02:28:00,74.63,55,77.83,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
149,2007-08-28 02:29:00,74.63,55,77.94,73.12,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
150,2007-08-28 02:30:00,74.84,55,78.02,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
151,2007-08-28 02:31:00,74.63,55,78.01,73.12,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
152,2007-08-28 02:32:00,74.74,55,77.98,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
153,2007-08-28 02:33:00,74.52,55,77.89,73.23,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
154,2007-08-28 02:34:00,74.63,55,77.9,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
155,2007-08-28 02:35:00,74.52,55,77.87,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
156,2007-08-28 02:36:00,74.63,55,77.79,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
157,2007-08-28 02:37:00,74.63,55,77.65,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
158,2007-08-28 02:38:00,74.63,55,77.59,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
159,2007-08-28 02:39:00,74.63,55,77.66,73.12,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
160,2007-08-28 02:40:00,74.63,55,77.68,73.33,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
161,2007-08-28 02:41:00,74.63,55,77.7,73.44,73.76,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
162,2007-08-28 02:42:00,74.52,55,77.72,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
163,2007-08-28 02:43:00,74.52,55,77.67,73.12,73.44,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
164,2007-08-28 02:44:00,74.52,55,77.62,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
165,2007-08-28 02:45:00,74.52,55,77.66,73.12,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
166,2007-08-28 02:46:00,74.52,55,77.59,73.23,73.44,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
167,2007-08-28 02:47:00,74.52,55,77.54,73.12,73.44,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
168,2007-08-28 02:48:00,74.52,55,77.51,73.12,73.44,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
169,2007-08-28 02:49:00,74.52,55,77.54,73.33,73.65,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
170,2007-08-28 02:50:00,74.74,55,77.53,73.23,73.44,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
171,2007-08-28 02:51:00,74.52,55,77.47,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
172,2007-08-28 02:52:00,74.52,55,77.52,73.23,73.55,0,0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
