,Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Return Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Return Air Fan Speed Control Signal,AHU: Exhaust Air Damper Control Signal  ,AHU: Outdoor Air Damper Control Signal  ,AHU: Return Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,AHU: Supply Air Duct Static Pressure Set Point,AHU: Supply Air Duct Static Pressure ,Occupancy Mode Indicator,Fault Detection Ground Truth
11545,2008-02-12 00:25:00,70.5,55,3.69,3.69,60.1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11546,2008-02-12 00:26:00,70.25,55,3.72,3.72,60.08,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11547,2008-02-12 00:27:00,70.01,55,3.74,3.74,60.05,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11548,2008-02-12 00:28:00,69.77,55,3.76,3.76,60.03,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11549,2008-02-12 00:29:00,69.53,55,3.76,3.76,60.01,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11550,2008-02-12 00:30:00,69.29,55,3.7,3.7,59.99,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11551,2008-02-12 00:31:00,69.06,55,3.67,3.67,59.96,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11552,2008-02-12 00:32:00,68.82,55,3.7,3.7,59.94,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11553,2008-02-12 00:33:00,68.58,55,3.67,3.67,59.92,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11554,2008-02-12 00:34:00,68.35,55,3.68,3.68,59.9,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11555,2008-02-12 00:35:00,68.11,55,3.72,3.72,59.88,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11556,2008-02-12 00:36:00,67.88,55,3.69,3.69,59.86,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11557,2008-02-12 00:37:00,67.65,55,3.68,3.68,59.83,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11558,2008-02-12 00:38:00,67.42,55,3.72,3.72,59.81,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11559,2008-02-12 00:39:00,67.18,55,3.76,3.76,59.79,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11560,2008-02-12 00:40:00,66.95,55,3.73,3.73,59.77,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11561,2008-02-12 00:41:00,66.72,55,3.67,3.67,59.75,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11562,2008-02-12 00:42:00,66.5,55,3.68,3.68,59.73,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11563,2008-02-12 00:43:00,66.27,55,3.69,3.69,59.71,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11564,2008-02-12 00:44:00,66.04,55,3.72,3.72,59.69,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11565,2008-02-12 00:45:00,65.82,55,3.69,3.69,59.67,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11566,2008-02-12 00:46:00,65.59,55,3.73,3.73,59.65,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11567,2008-02-12 00:47:00,65.37,55,3.73,3.73,59.64,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11568,2008-02-12 00:48:00,65.14,55,3.72,3.72,59.62,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11569,2008-02-12 00:49:00,64.92,55,3.72,3.72,59.6,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11570,2008-02-12 00:50:00,64.7,55,3.74,3.74,59.58,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11571,2008-02-12 00:51:00,64.48,55,3.75,3.75,59.56,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11572,2008-02-12 00:52:00,64.26,55,3.82,3.82,59.54,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11573,2008-02-12 00:53:00,64.04,55,3.85,3.85,59.52,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11574,2008-02-12 00:54:00,63.82,55,3.83,3.83,59.51,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11575,2008-02-12 00:55:00,63.6,55,3.81,3.81,59.49,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11576,2008-02-12 00:56:00,63.38,55,3.79,3.79,59.47,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11577,2008-02-12 00:57:00,63.17,55,3.82,3.82,59.45,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11578,2008-02-12 00:58:00,62.95,55,3.86,3.86,59.44,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11579,2008-02-12 00:59:00,62.74,55,3.83,3.83,59.42,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11580,2008-02-12 01:00:00,62.52,55,3.84,3.84,59.4,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11581,2008-02-12 01:01:00,62.31,55,3.91,3.91,59.39,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11582,2008-02-12 01:02:00,62.1,55,3.92,3.92,59.37,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11583,2008-02-12 01:03:00,61.88,55,3.92,3.92,59.35,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11584,2008-02-12 01:04:00,61.67,55,3.92,3.92,59.34,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11585,2008-02-12 01:05:00,61.46,55,3.92,3.92,59.32,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11586,2008-02-12 01:06:00,61.25,55,3.87,3.87,59.3,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11587,2008-02-12 01:07:00,61.05,55,3.91,3.91,59.29,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11588,2008-02-12 01:08:00,60.84,55,3.89,3.89,59.27,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11589,2008-02-12 01:09:00,60.63,55,3.92,3.92,59.26,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11590,2008-02-12 01:10:00,60.42,55,3.92,3.92,59.24,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11591,2008-02-12 01:11:00,60.22,55,3.9,3.9,59.22,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11592,2008-02-12 01:12:00,60.01,55,3.93,3.93,59.21,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11593,2008-02-12 01:13:00,59.81,55,3.94,3.94,59.19,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11594,2008-02-12 01:14:00,59.61,55,3.94,3.94,59.18,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11595,2008-02-12 01:15:00,59.4,55,3.91,3.91,59.16,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11596,2008-02-12 01:16:00,59.2,55,3.92,3.92,59.15,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11597,2008-02-12 01:17:00,59.0,55,3.95,3.95,59.13,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11598,2008-02-12 01:18:00,58.8,55,3.97,3.97,59.12,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11599,2008-02-12 01:19:00,58.6,55,3.97,3.97,59.1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11600,2008-02-12 01:20:00,58.4,55,3.99,3.99,59.09,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11601,2008-02-12 01:21:00,58.2,55,3.98,3.98,59.08,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11602,2008-02-12 01:22:00,58.01,55,3.97,3.97,59.06,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11603,2008-02-12 01:23:00,57.81,55,3.97,3.97,59.05,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11604,2008-02-12 01:24:00,57.61,55,3.97,3.97,59.03,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11605,2008-02-12 01:25:00,57.42,55,3.99,3.99,59.02,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11606,2008-02-12 01:26:00,57.22,55,3.98,3.98,59.01,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11607,2008-02-12 01:27:00,57.03,55,4.01,4.01,58.99,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11608,2008-02-12 01:28:00,56.84,55,4.01,4.01,58.98,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11609,2008-02-12 01:29:00,56.64,55,4.01,4.01,58.97,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11610,2008-02-12 01:30:00,56.45,55,3.99,3.99,58.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11611,2008-02-12 01:31:00,56.26,55,4.01,4.01,58.94,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11612,2008-02-12 01:32:00,56.07,55,4.04,4.04,58.93,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11613,2008-02-12 01:33:00,55.88,55,4.06,4.06,58.91,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11614,2008-02-12 01:34:00,55.69,55,4.06,4.06,58.9,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11615,2008-02-12 01:35:00,55.5,55,4.07,4.07,58.89,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11616,2008-02-12 01:36:00,55.32,55,4.05,4.05,58.87,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11617,2008-02-12 01:37:00,55.13,55,4.05,4.05,58.86,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11618,2008-02-12 01:38:00,54.94,55,4.03,4.03,58.85,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11619,2008-02-12 01:39:00,54.76,55,4.06,4.06,58.83,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11620,2008-02-12 01:40:00,54.57,55,4.07,4.07,58.82,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11621,2008-02-12 01:41:00,54.39,55,4.06,4.06,58.81,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11622,2008-02-12 01:42:00,54.2,55,4.1,4.1,58.8,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11623,2008-02-12 01:43:00,54.02,55,4.08,4.08,58.79,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11624,2008-02-12 01:44:00,53.84,55,4.11,4.11,58.77,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11625,2008-02-12 01:45:00,53.66,55,4.12,4.12,58.76,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11626,2008-02-12 01:46:00,53.48,55,4.12,4.12,58.75,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11627,2008-02-12 01:47:00,53.3,55,4.12,4.12,58.74,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11628,2008-02-12 01:48:00,53.12,55,4.15,4.15,58.72,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11629,2008-02-12 01:49:00,52.94,55,4.14,4.14,58.71,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11630,2008-02-12 01:50:00,52.76,55,4.13,4.13,58.7,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11631,2008-02-12 01:51:00,52.58,55,4.17,4.17,58.69,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11632,2008-02-12 01:52:00,52.41,55,4.19,4.19,58.68,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11633,2008-02-12 01:53:00,52.23,55,4.19,4.19,58.67,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11634,2008-02-12 01:54:00,52.05,55,4.16,4.16,58.65,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11635,2008-02-12 01:55:00,51.88,55,4.14,4.14,58.64,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11636,2008-02-12 01:56:00,51.71,55,4.14,4.14,58.63,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11637,2008-02-12 01:57:00,51.53,55,4.12,4.12,58.62,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11638,2008-02-12 01:58:00,51.36,55,4.12,4.12,58.61,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11639,2008-02-12 01:59:00,51.19,55,4.15,4.15,58.6,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11640,2008-02-12 02:00:00,51.02,55,4.16,4.16,58.59,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11641,2008-02-12 02:01:00,50.84,55,4.15,4.15,58.58,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11642,2008-02-12 02:02:00,50.67,55,4.17,4.17,58.57,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11643,2008-02-12 02:03:00,50.5,55,4.17,4.17,58.55,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11644,2008-02-12 02:04:00,50.33,55,4.19,4.19,58.54,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11645,2008-02-12 02:05:00,50.17,55,4.22,4.22,58.53,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11646,2008-02-12 02:06:00,50.0,55,4.23,4.23,58.52,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11647,2008-02-12 02:07:00,49.83,55,4.23,4.23,58.51,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11648,2008-02-12 02:08:00,49.66,55,4.23,4.23,58.5,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11649,2008-02-12 02:09:00,49.5,55,4.24,4.24,58.49,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11650,2008-02-12 02:10:00,49.33,55,4.24,4.24,58.48,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11651,2008-02-12 02:11:00,49.17,55,4.28,4.28,58.47,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11652,2008-02-12 02:12:00,49.0,55,4.28,4.28,58.46,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11653,2008-02-12 02:13:00,48.84,55,4.3,4.3,58.45,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11654,2008-02-12 02:14:00,48.68,55,4.28,4.28,58.44,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11655,2008-02-12 02:15:00,48.51,55,4.26,4.26,58.43,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11656,2008-02-12 02:16:00,48.35,55,4.26,4.26,58.42,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11657,2008-02-12 02:17:00,48.19,55,4.24,4.24,58.41,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11658,2008-02-12 02:18:00,48.03,55,4.29,4.29,58.4,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11659,2008-02-12 02:19:00,47.87,55,4.28,4.28,58.39,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11660,2008-02-12 02:20:00,47.71,55,4.31,4.31,58.38,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11661,2008-02-12 02:21:00,47.55,55,4.34,4.34,58.37,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11662,2008-02-12 02:22:00,47.39,55,4.29,4.29,58.36,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11663,2008-02-12 02:23:00,47.24,55,4.28,4.28,58.35,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11664,2008-02-12 02:24:00,47.08,55,4.28,4.28,58.34,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11665,2008-02-12 02:25:00,46.92,55,4.31,4.31,58.33,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11666,2008-02-12 02:26:00,46.77,55,4.32,4.32,58.32,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11667,2008-02-12 02:27:00,46.61,55,4.33,4.33,58.31,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11668,2008-02-12 02:28:00,46.46,55,4.38,4.38,58.3,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11669,2008-02-12 02:29:00,46.3,55,4.41,4.41,58.29,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11670,2008-02-12 02:30:00,46.15,55,4.37,4.37,58.28,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11671,2008-02-12 02:31:00,46.0,55,4.37,4.37,58.27,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11672,2008-02-12 02:32:00,45.84,55,4.35,4.35,58.26,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11673,2008-02-12 02:33:00,45.69,55,4.38,4.38,58.25,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11674,2008-02-12 02:34:00,45.54,55,4.41,4.41,58.24,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11675,2008-02-12 02:35:00,45.39,55,4.41,4.41,58.23,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11676,2008-02-12 02:36:00,45.24,55,4.41,4.41,58.22,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11677,2008-02-12 02:37:00,45.09,55,4.39,4.39,58.22,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11678,2008-02-12 02:38:00,44.94,55,4.42,4.42,58.21,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11679,2008-02-12 02:39:00,44.79,55,4.43,4.43,58.2,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11680,2008-02-12 02:40:00,44.64,55,4.41,4.41,58.19,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11681,2008-02-12 02:41:00,44.5,55,4.45,4.45,58.18,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11682,2008-02-12 02:42:00,44.35,55,4.46,4.46,58.17,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11683,2008-02-12 02:43:00,44.2,55,4.52,4.52,58.16,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11684,2008-02-12 02:44:00,44.06,55,4.57,4.57,58.15,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11685,2008-02-12 02:45:00,43.91,55,4.57,4.57,58.14,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11686,2008-02-12 02:46:00,43.77,55,4.58,4.58,58.13,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11687,2008-02-12 02:47:00,43.62,55,4.59,4.59,58.13,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11688,2008-02-12 02:48:00,43.48,55,4.55,4.55,58.12,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11689,2008-02-12 02:49:00,43.34,55,4.55,4.55,58.11,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
11690,2008-02-12 02:50:00,43.19,55,4.6,4.6,58.1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
