,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Speed Control Signal,AHU: Return Air Fan Speed Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,AHU: Supply Air Duct Static Pressure Set Point,AHU: Supply Air Duct Static Pressure,Occupancy Mode Indicator,Fault Detection Ground Truth
105,74.84,55,78.66,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
106,74.84,55,78.74,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
107,74.84,55,78.67,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
108,74.84,55,78.54,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
109,74.84,55,78.48,73.33,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
110,74.84,55,78.41,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
111,74.84,55,78.42,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
112,74.84,55,78.39,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
113,74.84,55,78.32,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
114,74.84,55,78.36,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
115,74.84,55,78.52,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
116,74.84,55,78.45,73.33,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
117,74.84,55,78.44,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
118,74.84,55,78.38,73.23,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
119,74.84,55,78.3,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
120,74.74,55,78.25,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
121,74.74,55,78.18,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
122,74.84,55,78.19,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
123,74.74,55,78.16,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
124,74.74,55,78.1,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
125,74.84,55,78.07,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
126,74.95,55,78.07,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
127,74.74,55,77.96,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
128,74.74,55,78.0,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
129,74.74,55,78.02,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
130,74.74,55,78.06,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
131,74.74,55,78.08,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
132,74.74,55,78.03,73.23,73.86,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
133,74.74,55,78.04,73.23,73.86,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
134,74.74,55,77.98,73.12,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
135,74.63,55,78.0,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
136,74.63,55,78.04,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
137,74.63,55,78.02,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
138,74.74,55,77.91,73.44,73.97,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
139,74.74,55,77.93,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
140,74.63,55,78.0,73.12,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
141,74.63,55,78.09,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
142,74.63,55,78.09,73.44,73.97,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
143,74.84,55,78.05,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
144,74.63,55,78.01,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
145,74.63,55,77.93,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
146,74.63,55,77.89,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
147,74.63,55,77.87,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
148,74.63,55,77.83,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
149,74.63,55,77.94,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
150,74.84,55,78.02,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
151,74.63,55,78.01,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
152,74.74,55,77.98,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
153,74.52,55,77.89,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
154,74.63,55,77.9,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
155,74.52,55,77.87,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
156,74.63,55,77.79,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
157,74.63,55,77.65,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
158,74.63,55,77.59,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
159,74.63,55,77.66,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
160,74.63,55,77.68,73.33,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
161,74.63,55,77.7,73.44,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
162,74.52,55,77.72,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
163,74.52,55,77.67,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
164,74.52,55,77.62,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
165,74.52,55,77.66,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
166,74.52,55,77.59,73.23,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
167,74.52,55,77.54,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
168,74.52,55,77.51,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
169,74.52,55,77.54,73.33,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
170,74.74,55,77.53,73.23,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
171,74.52,55,77.47,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
172,74.52,55,77.52,73.23,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
173,74.52,55,77.47,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
174,74.63,55,77.48,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
175,74.52,55,77.47,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
176,74.52,55,77.47,73.12,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
177,74.52,55,77.39,73.12,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
178,74.52,55,77.31,73.12,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
179,74.74,55,77.29,73.12,73.86,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
180,74.52,55,77.27,73.33,73.97,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
181,74.52,55,77.27,73.12,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
182,74.41,55,77.22,73.12,73.86,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
183,74.63,55,77.28,73.33,73.97,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
184,74.52,55,77.24,73.12,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
185,74.41,55,77.2,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
186,74.52,55,77.15,73.23,73.86,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
187,74.74,55,77.12,73.33,73.97,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
188,74.41,55,77.01,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
189,74.52,55,76.95,73.12,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
190,74.52,55,76.93,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
191,74.41,55,76.91,73.23,73.76,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
192,74.41,55,76.97,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
193,74.74,55,77.07,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
194,74.52,55,76.97,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
195,74.52,55,76.85,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
196,74.52,55,76.79,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
197,74.52,55,76.8,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
198,74.63,55,76.74,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
199,74.52,55,76.66,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
200,74.41,55,76.66,73.23,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
201,74.41,55,76.69,73.12,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
202,74.41,55,76.71,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
203,74.41,55,76.68,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
204,74.63,55,76.66,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
205,74.63,55,76.64,73.33,73.65,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
206,74.41,55,76.66,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
207,74.41,55,76.61,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
208,74.41,55,76.62,73.01,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
209,74.52,55,76.56,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
210,74.63,55,76.6,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
211,74.63,55,76.56,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
212,74.41,55,76.5,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
213,74.63,55,76.5,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
214,74.52,55,76.43,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
215,74.31,55,76.44,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
216,74.41,55,76.38,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
217,74.41,55,76.36,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
218,74.41,55,76.29,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
219,74.41,55,76.28,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
220,74.41,55,76.27,73.12,73.44,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
221,74.41,55,76.23,73.12,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
222,74.31,55,76.19,73.01,73.55,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0,1
