,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Speed Control Signal,AHU: Return Air Fan Speed Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,AHU: Supply Air Duct Static Pressure Set Point,AHU: Supply Air Duct Static Pressure,Occupancy Mode Indicator,Fault Detection Ground Truth
24,70.74,55,3.73,3.73,60.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
25,70.5,55,3.69,3.69,60.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
26,70.25,55,3.72,3.72,60.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
27,70.01,55,3.74,3.74,60.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
28,69.77,55,3.76,3.76,60.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
29,69.53,55,3.76,3.76,60.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
30,69.29,55,3.7,3.7,59.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
31,69.06,55,3.67,3.67,59.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
32,68.82,55,3.7,3.7,59.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
33,68.58,55,3.67,3.67,59.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
34,68.35,55,3.68,3.68,59.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
35,68.11,55,3.72,3.72,59.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
36,67.88,55,3.69,3.69,59.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
37,67.65,55,3.68,3.68,59.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
38,67.42,55,3.72,3.72,59.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
39,67.18,55,3.76,3.76,59.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
40,66.95,55,3.73,3.73,59.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
41,66.72,55,3.67,3.67,59.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
42,66.5,55,3.68,3.68,59.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
43,66.27,55,3.69,3.69,59.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
44,66.04,55,3.72,3.72,59.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
45,65.82,55,3.69,3.69,59.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
46,65.59,55,3.73,3.73,59.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
47,65.37,55,3.73,3.73,59.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
48,65.14,55,3.72,3.72,59.62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
49,64.92,55,3.72,3.72,59.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
50,64.7,55,3.74,3.74,59.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
51,64.48,55,3.75,3.75,59.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
52,64.26,55,3.82,3.82,59.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
53,64.04,55,3.85,3.85,59.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
54,63.82,55,3.83,3.83,59.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
55,63.6,55,3.81,3.81,59.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
56,63.38,55,3.79,3.79,59.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
57,63.17,55,3.82,3.82,59.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
58,62.95,55,3.86,3.86,59.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
59,62.74,55,3.83,3.83,59.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
60,62.52,55,3.84,3.84,59.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
61,62.31,55,3.91,3.91,59.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
62,62.1,55,3.92,3.92,59.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
63,61.88,55,3.92,3.92,59.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
64,61.67,55,3.92,3.92,59.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
65,61.46,55,3.92,3.92,59.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
66,61.25,55,3.87,3.87,59.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
67,61.05,55,3.91,3.91,59.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
68,60.84,55,3.89,3.89,59.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
69,60.63,55,3.92,3.92,59.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
70,60.42,55,3.92,3.92,59.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
71,60.22,55,3.9,3.9,59.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
72,60.01,55,3.93,3.93,59.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
73,59.81,55,3.94,3.94,59.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
74,59.61,55,3.94,3.94,59.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
75,59.4,55,3.91,3.91,59.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
76,59.2,55,3.92,3.92,59.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
77,59.0,55,3.95,3.95,59.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
78,58.8,55,3.97,3.97,59.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
79,58.6,55,3.97,3.97,59.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
80,58.4,55,3.99,3.99,59.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
81,58.2,55,3.98,3.98,59.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
82,58.01,55,3.97,3.97,59.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
83,57.81,55,3.97,3.97,59.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
84,57.61,55,3.97,3.97,59.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
85,57.42,55,3.99,3.99,59.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
86,57.22,55,3.98,3.98,59.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
87,57.03,55,4.01,4.01,58.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
88,56.84,55,4.01,4.01,58.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
89,56.64,55,4.01,4.01,58.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
90,56.45,55,3.99,3.99,58.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
91,56.26,55,4.01,4.01,58.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
92,56.07,55,4.04,4.04,58.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
93,55.88,55,4.06,4.06,58.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
94,55.69,55,4.06,4.06,58.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
95,55.5,55,4.07,4.07,58.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
96,55.32,55,4.05,4.05,58.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
97,55.13,55,4.05,4.05,58.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
98,54.94,55,4.03,4.03,58.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
99,54.76,55,4.06,4.06,58.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
100,54.57,55,4.07,4.07,58.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
101,54.39,55,4.06,4.06,58.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
102,54.2,55,4.1,4.1,58.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
103,54.02,55,4.08,4.08,58.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
104,53.84,55,4.11,4.11,58.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
105,53.66,55,4.12,4.12,58.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
106,53.48,55,4.12,4.12,58.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
107,53.3,55,4.12,4.12,58.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
108,53.12,55,4.15,4.15,58.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
109,52.94,55,4.14,4.14,58.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
110,52.76,55,4.13,4.13,58.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
111,52.58,55,4.17,4.17,58.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
112,52.41,55,4.19,4.19,58.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
113,52.23,55,4.19,4.19,58.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
114,52.05,55,4.16,4.16,58.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
115,51.88,55,4.14,4.14,58.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
116,51.71,55,4.14,4.14,58.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
117,51.53,55,4.12,4.12,58.62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
118,51.36,55,4.12,4.12,58.61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
119,51.19,55,4.15,4.15,58.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
120,51.02,55,4.16,4.16,58.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
121,50.84,55,4.15,4.15,58.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
122,50.67,55,4.17,4.17,58.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
123,50.5,55,4.17,4.17,58.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
124,50.33,55,4.19,4.19,58.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
125,50.17,55,4.22,4.22,58.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
126,50.0,55,4.23,4.23,58.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
127,49.83,55,4.23,4.23,58.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
128,49.66,55,4.23,4.23,58.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
129,49.5,55,4.24,4.24,58.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
130,49.33,55,4.24,4.24,58.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
131,49.17,55,4.28,4.28,58.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
132,49.0,55,4.28,4.28,58.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
133,48.84,55,4.3,4.3,58.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
134,48.68,55,4.28,4.28,58.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
135,48.51,55,4.26,4.26,58.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
136,48.35,55,4.26,4.26,58.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
137,48.19,55,4.24,4.24,58.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
138,48.03,55,4.29,4.29,58.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
139,47.87,55,4.28,4.28,58.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
140,47.71,55,4.31,4.31,58.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
141,47.55,55,4.34,4.34,58.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
142,47.39,55,4.29,4.29,58.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
143,47.24,55,4.28,4.28,58.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
144,47.08,55,4.28,4.28,58.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
145,46.92,55,4.31,4.31,58.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
146,46.77,55,4.32,4.32,58.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
147,46.61,55,4.33,4.33,58.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
148,46.46,55,4.38,4.38,58.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
149,46.3,55,4.41,4.41,58.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
150,46.15,55,4.37,4.37,58.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
151,46.0,55,4.37,4.37,58.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
152,45.84,55,4.35,4.35,58.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
153,45.69,55,4.38,4.38,58.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
154,45.54,55,4.41,4.41,58.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
155,45.39,55,4.41,4.41,58.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
156,45.24,55,4.41,4.41,58.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
157,45.09,55,4.39,4.39,58.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
158,44.94,55,4.42,4.42,58.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
159,44.79,55,4.43,4.43,58.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
160,44.64,55,4.41,4.41,58.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
161,44.5,55,4.45,4.45,58.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
162,44.35,55,4.46,4.46,58.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
163,44.2,55,4.52,4.52,58.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
164,44.06,55,4.57,4.57,58.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
165,43.91,55,4.57,4.57,58.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
166,43.77,55,4.58,4.58,58.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
167,43.62,55,4.59,4.59,58.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
168,43.48,55,4.55,4.55,58.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
169,43.34,55,4.55,4.55,58.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
170,43.19,55,4.6,4.6,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
171,43.05,55,4.61,4.61,58.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
172,42.91,55,4.6,4.6,58.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
173,42.77,55,4.61,4.61,58.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
174,42.63,55,4.57,4.57,58.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
175,42.49,55,4.58,4.58,58.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
176,42.35,55,4.59,4.59,58.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
177,42.21,55,4.59,4.59,58.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
178,42.07,55,4.57,4.57,58.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
179,41.93,55,4.57,4.57,58.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
180,41.8,55,4.55,4.55,58.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
181,41.66,55,4.57,4.57,58.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
182,41.52,55,4.57,4.57,58.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
183,41.39,55,4.57,4.57,58.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
184,41.25,55,4.58,4.58,58.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
185,41.12,55,4.6,4.6,58.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
186,40.98,55,4.59,4.59,58.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
187,40.85,55,4.57,4.57,58.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
188,40.72,55,4.58,4.58,58.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
189,40.58,55,4.59,4.59,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
190,40.45,55,4.6,4.6,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
191,40.32,55,4.64,4.64,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
192,40.19,55,4.61,4.61,57.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
193,40.06,55,4.6,4.6,57.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
194,39.93,55,4.6,4.6,57.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
195,39.8,55,4.62,4.62,57.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
196,39.67,55,4.62,4.62,57.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
197,39.54,55,4.62,4.62,57.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
198,39.41,55,4.64,4.64,57.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
199,39.28,55,4.66,4.66,57.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
200,39.15,55,4.66,4.66,57.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
201,39.03,55,4.66,4.66,57.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
202,38.9,55,4.66,4.66,57.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
203,38.78,55,4.63,4.63,57.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
204,38.65,55,4.61,4.61,57.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
205,38.52,55,4.6,4.6,57.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
206,38.4,55,4.59,4.59,57.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
207,38.28,55,4.62,4.62,57.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
208,38.15,55,4.61,4.61,57.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
209,38.03,55,4.6,4.6,57.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
210,37.91,55,4.6,4.6,57.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
211,37.78,55,4.62,4.62,57.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
212,37.66,55,4.62,4.62,57.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
213,37.54,55,4.61,4.61,57.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
214,37.42,55,4.59,4.59,57.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
215,37.3,55,4.55,4.55,57.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
216,37.18,55,4.57,4.57,57.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
217,37.06,55,4.57,4.57,57.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
218,36.94,55,4.54,4.54,57.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
219,36.82,55,4.52,4.52,57.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
220,36.7,55,4.51,4.51,57.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
221,36.59,55,4.5,4.5,57.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
222,36.47,55,4.5,4.5,57.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.01,0,1
