,Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal  ,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal    ,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
2906,2017-03-15 00:26:00,70.47,50.0,86.0,60.32,71.07,71.18,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2907,2017-03-15 00:27:00,70.34,50.0,86.0,60.32,71.01,71.12,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2908,2017-03-15 00:28:00,70.2,50.0,86.0,60.32,70.94,71.05,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2909,2017-03-15 00:29:00,70.05,50.0,86.0,60.32,70.87,70.99,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2910,2017-03-15 00:30:00,69.92,50.0,86.0,60.33,70.81,70.91,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2911,2017-03-15 00:31:00,69.79,50.0,86.0,60.33,70.75,70.83,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2912,2017-03-15 00:32:00,69.66,50.0,86.0,60.33,70.67,70.75,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2913,2017-03-15 00:33:00,69.53,50.0,86.0,60.33,70.58,70.7,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2914,2017-03-15 00:34:00,69.43,50.0,86.0,60.33,70.54,70.62,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2915,2017-03-15 00:35:00,69.32,50.0,86.0,60.33,70.46,70.54,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2916,2017-03-15 00:36:00,69.21,50.0,86.0,60.33,70.38,70.46,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2917,2017-03-15 00:37:00,69.12,50.0,86.0,60.33,70.31,70.39,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2918,2017-03-15 00:38:00,69.03,50.0,86.0,60.33,70.26,70.36,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2919,2017-03-15 00:39:00,68.96,50.0,86.0,60.33,70.21,70.29,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2920,2017-03-15 00:40:00,68.86,50.0,86.0,60.33,70.14,70.22,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2921,2017-03-15 00:41:00,68.8,50.0,86.0,60.33,70.08,70.15,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2922,2017-03-15 00:42:00,68.72,50.0,86.0,60.33,70.02,70.09,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2923,2017-03-15 00:43:00,68.65,50.0,86.0,60.33,69.97,70.05,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2924,2017-03-15 00:44:00,68.6,50.0,86.0,60.33,69.92,70.01,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2925,2017-03-15 00:45:00,68.56,50.0,86.0,57.51,69.87,69.94,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2926,2017-03-15 00:46:00,68.5,50.0,86.0,57.51,69.83,69.92,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2927,2017-03-15 00:47:00,68.46,50.0,86.0,57.51,69.79,69.86,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2928,2017-03-15 00:48:00,68.41,50.0,86.0,57.51,69.73,69.81,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2929,2017-03-15 00:49:00,68.37,50.0,86.0,57.51,69.68,69.76,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2930,2017-03-15 00:50:00,68.33,50.0,86.0,57.51,69.65,69.73,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2931,2017-03-15 00:51:00,68.3,50.0,86.0,57.51,69.61,69.7,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2932,2017-03-15 00:52:00,68.26,50.0,86.0,57.51,69.56,69.67,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2933,2017-03-15 00:53:00,68.24,50.0,86.0,57.51,69.54,69.64,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2934,2017-03-15 00:54:00,68.21,50.0,86.0,57.51,69.49,69.6,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2935,2017-03-15 00:55:00,68.17,50.0,86.0,57.51,69.47,69.57,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2936,2017-03-15 00:56:00,68.15,50.0,86.0,57.51,69.43,69.52,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2937,2017-03-15 00:57:00,68.11,50.0,86.0,57.51,69.4,69.5,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2938,2017-03-15 00:58:00,68.09,50.0,86.0,57.51,69.37,69.47,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2939,2017-03-15 00:59:00,68.07,50.0,86.0,57.51,69.34,69.45,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2940,2017-03-15 01:00:00,68.06,50.0,86.0,56.78,69.32,69.42,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2941,2017-03-15 01:01:00,68.04,50.0,86.0,56.78,69.29,69.4,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2942,2017-03-15 01:02:00,68.01,50.0,86.0,56.78,69.26,69.37,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2943,2017-03-15 01:03:00,67.98,50.0,86.0,56.78,69.24,69.33,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2944,2017-03-15 01:04:00,67.97,50.0,86.0,56.78,69.22,69.32,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2945,2017-03-15 01:05:00,67.97,50.0,86.0,56.78,69.19,69.29,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2946,2017-03-15 01:06:00,67.95,50.0,86.0,56.78,69.17,69.27,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2947,2017-03-15 01:07:00,67.94,50.0,86.0,56.78,69.15,69.26,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2948,2017-03-15 01:08:00,67.94,50.0,86.0,56.78,69.11,69.22,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2949,2017-03-15 01:09:00,67.91,50.0,86.0,56.78,69.1,69.2,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2950,2017-03-15 01:10:00,67.91,50.0,86.0,56.78,69.09,69.2,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2951,2017-03-15 01:11:00,67.9,50.0,86.0,56.78,69.08,69.19,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2952,2017-03-15 01:12:00,67.89,50.0,86.0,56.78,69.06,69.17,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2953,2017-03-15 01:13:00,67.87,50.0,86.0,56.78,69.03,69.15,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2954,2017-03-15 01:14:00,67.88,50.0,86.0,56.78,69.02,69.14,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2955,2017-03-15 01:15:00,67.87,50.0,86.0,57.08,69.02,69.13,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2956,2017-03-15 01:16:00,67.87,50.0,86.0,57.08,69.0,69.12,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2957,2017-03-15 01:17:00,67.87,50.0,86.0,57.08,68.97,69.09,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2958,2017-03-15 01:18:00,67.86,50.0,86.0,57.08,68.96,69.08,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2959,2017-03-15 01:19:00,67.85,50.0,86.0,57.08,68.95,69.07,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2960,2017-03-15 01:20:00,67.83,50.0,86.0,57.08,68.96,69.07,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2961,2017-03-15 01:21:00,67.81,50.0,86.0,57.08,68.94,69.05,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2962,2017-03-15 01:22:00,67.78,50.0,86.0,57.08,68.93,69.05,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2963,2017-03-15 01:23:00,67.74,50.0,86.0,57.08,68.91,69.03,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2964,2017-03-15 01:24:00,67.69,50.0,86.0,57.08,68.9,69.0,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2965,2017-03-15 01:25:00,67.65,50.0,86.0,57.08,68.87,68.99,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2966,2017-03-15 01:26:00,67.6,50.0,86.0,57.08,68.84,68.95,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2967,2017-03-15 01:27:00,67.53,50.0,86.0,57.08,68.82,68.91,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2968,2017-03-15 01:28:00,67.48,50.0,86.0,57.08,68.79,68.89,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2969,2017-03-15 01:29:00,67.45,50.0,86.0,57.08,68.76,68.86,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2970,2017-03-15 01:30:00,67.4,50.0,86.0,59.26,68.74,68.84,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2971,2017-03-15 01:31:00,67.35,50.0,86.0,59.26,68.71,68.81,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2972,2017-03-15 01:32:00,67.32,50.0,86.0,59.26,68.7,68.79,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2973,2017-03-15 01:33:00,67.29,50.0,86.0,59.26,68.66,68.76,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2974,2017-03-15 01:34:00,67.26,50.0,86.0,59.26,68.62,68.73,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2975,2017-03-15 01:35:00,67.24,50.0,86.0,59.26,68.6,68.71,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2976,2017-03-15 01:36:00,67.21,50.0,86.0,59.26,68.59,68.68,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2977,2017-03-15 01:37:00,67.18,50.0,86.0,59.26,68.55,68.66,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2978,2017-03-15 01:38:00,67.16,50.0,86.0,59.26,68.54,68.64,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2979,2017-03-15 01:39:00,67.14,50.0,86.0,59.26,68.53,68.63,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2980,2017-03-15 01:40:00,67.13,50.0,86.0,59.26,68.5,68.61,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2981,2017-03-15 01:41:00,67.12,50.0,86.0,59.26,68.48,68.57,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2982,2017-03-15 01:42:00,67.1,50.0,86.0,59.26,68.46,68.56,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2983,2017-03-15 01:43:00,67.1,50.0,86.0,59.26,68.43,68.54,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2984,2017-03-15 01:44:00,67.08,50.0,86.0,59.26,68.42,68.53,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2985,2017-03-15 01:45:00,67.06,50.0,86.0,57.96,68.4,68.5,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2986,2017-03-15 01:46:00,67.07,50.0,86.0,57.96,68.39,68.49,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2987,2017-03-15 01:47:00,67.06,50.0,86.0,57.96,68.37,68.48,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2988,2017-03-15 01:48:00,67.05,50.0,86.0,57.96,68.35,68.46,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2989,2017-03-15 01:49:00,67.04,50.0,86.0,57.96,68.34,68.45,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2990,2017-03-15 01:50:00,67.04,50.0,86.0,57.96,68.33,68.43,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2991,2017-03-15 01:51:00,67.03,50.0,86.0,57.96,68.3,68.4,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2992,2017-03-15 01:52:00,67.02,50.0,86.0,57.96,68.28,68.4,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2993,2017-03-15 01:53:00,67.02,50.0,86.0,57.96,68.28,68.38,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2994,2017-03-15 01:54:00,67.01,50.0,86.0,57.96,68.26,68.37,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2995,2017-03-15 01:55:00,67.01,50.0,86.0,57.96,68.25,68.37,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2996,2017-03-15 01:56:00,67.02,50.0,86.0,57.96,68.24,68.35,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2997,2017-03-15 01:57:00,67.02,50.0,86.0,57.96,68.23,68.35,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2998,2017-03-15 01:58:00,67.01,50.0,86.0,57.96,68.21,68.32,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
2999,2017-03-15 01:59:00,67.01,50.0,86.0,57.96,68.2,68.32,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3000,2017-03-15 02:00:00,67.01,50.0,86.0,54.67,68.18,68.3,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3001,2017-03-15 02:01:00,67.01,50.0,86.0,54.67,68.17,68.29,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3002,2017-03-15 02:02:00,67.0,50.0,86.0,54.67,68.16,68.29,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3003,2017-03-15 02:03:00,67.01,50.0,86.0,54.67,68.16,68.28,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3004,2017-03-15 02:04:00,67.0,50.0,86.0,54.67,68.14,68.27,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3005,2017-03-15 02:05:00,67.02,50.0,86.0,54.67,68.12,68.26,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3006,2017-03-15 02:06:00,67.01,50.0,86.0,54.67,68.12,68.26,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3007,2017-03-15 02:07:00,67.01,50.0,86.0,54.67,68.12,68.25,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3008,2017-03-15 02:08:00,67.02,50.0,86.0,54.67,68.12,68.24,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3009,2017-03-15 02:09:00,67.03,50.0,86.0,54.67,68.13,68.25,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3010,2017-03-15 02:10:00,67.03,50.0,86.0,54.67,68.12,68.26,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3011,2017-03-15 02:11:00,67.05,50.0,86.0,54.67,68.12,68.24,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3012,2017-03-15 02:12:00,67.05,50.0,86.0,54.67,68.11,68.24,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3013,2017-03-15 02:13:00,67.05,50.0,86.0,54.67,68.11,68.25,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3014,2017-03-15 02:14:00,67.06,50.0,86.0,54.67,68.11,68.24,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3015,2017-03-15 02:15:00,67.06,50.0,86.0,57.53,68.1,68.23,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3016,2017-03-15 02:16:00,67.07,50.0,86.0,57.53,68.09,68.23,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3017,2017-03-15 02:17:00,67.08,50.0,86.0,57.53,68.1,68.23,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3018,2017-03-15 02:18:00,67.1,50.0,86.0,57.53,68.09,68.23,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3019,2017-03-15 02:19:00,67.1,50.0,86.0,57.53,68.1,68.22,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3020,2017-03-15 02:20:00,67.1,50.0,86.0,57.53,68.08,68.22,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3021,2017-03-15 02:21:00,67.11,50.0,86.0,57.53,68.08,68.22,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3022,2017-03-15 02:22:00,67.12,50.0,86.0,57.53,68.07,68.22,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3023,2017-03-15 02:23:00,67.14,50.0,86.0,57.53,68.08,68.22,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3024,2017-03-15 02:24:00,67.14,50.0,86.0,57.53,68.07,68.21,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3025,2017-03-15 02:25:00,67.14,50.0,86.0,57.53,68.07,68.2,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3026,2017-03-15 02:26:00,67.14,50.0,86.0,57.53,68.06,68.19,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3027,2017-03-15 02:27:00,67.14,50.0,86.0,57.53,68.04,68.19,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3028,2017-03-15 02:28:00,67.12,50.0,86.0,57.53,68.04,68.17,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3029,2017-03-15 02:29:00,67.08,50.0,86.0,57.53,68.03,68.17,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3030,2017-03-15 02:30:00,67.05,50.0,86.0,56.01,68.02,68.17,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3031,2017-03-15 02:31:00,66.99,50.0,86.0,56.01,68.02,68.16,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3032,2017-03-15 02:32:00,66.93,50.0,86.0,56.01,68.0,68.13,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3033,2017-03-15 02:33:00,66.87,50.0,86.0,56.01,67.99,68.12,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3034,2017-03-15 02:34:00,66.81,50.0,86.0,56.01,67.97,68.11,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3035,2017-03-15 02:35:00,66.76,50.0,86.0,56.01,67.94,68.08,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3036,2017-03-15 02:36:00,66.68,50.0,86.0,56.01,67.91,68.06,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3037,2017-03-15 02:37:00,66.63,50.0,86.0,56.01,67.87,68.02,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3038,2017-03-15 02:38:00,66.57,50.0,86.0,56.01,67.85,67.99,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3039,2017-03-15 02:39:00,66.54,50.0,86.0,56.01,67.84,67.95,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3040,2017-03-15 02:40:00,66.49,50.0,86.0,56.01,67.81,67.93,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3041,2017-03-15 02:41:00,66.45,50.0,86.0,56.01,67.77,67.89,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3042,2017-03-15 02:42:00,66.41,50.0,86.0,56.01,67.76,67.86,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3043,2017-03-15 02:43:00,66.37,50.0,86.0,56.01,67.73,67.85,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3044,2017-03-15 02:44:00,66.34,50.0,86.0,56.01,67.69,67.82,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3045,2017-03-15 02:45:00,66.3,50.0,86.0,56.26,67.66,67.79,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3046,2017-03-15 02:46:00,66.29,50.0,86.0,56.26,67.65,67.77,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3047,2017-03-15 02:47:00,66.26,50.0,86.0,56.26,67.63,67.76,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3048,2017-03-15 02:48:00,66.24,50.0,86.0,56.26,67.61,67.73,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3049,2017-03-15 02:49:00,66.22,50.0,86.0,56.26,67.58,67.71,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3050,2017-03-15 02:50:00,66.21,50.0,86.0,56.26,67.58,67.69,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3051,2017-03-15 02:51:00,66.2,50.0,86.0,56.26,67.55,67.67,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3052,2017-03-15 02:52:00,66.19,50.0,86.0,56.26,67.55,67.67,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3053,2017-03-15 02:53:00,66.18,50.0,86.0,56.26,67.5,67.65,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3054,2017-03-15 02:54:00,66.17,50.0,86.0,56.26,67.5,67.64,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3055,2017-03-15 02:55:00,66.15,50.0,86.0,56.26,67.47,67.61,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3056,2017-03-15 02:56:00,66.14,50.0,86.0,56.26,67.47,67.58,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3057,2017-03-15 02:57:00,66.14,50.0,86.0,56.26,67.44,67.57,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3058,2017-03-15 02:58:00,66.13,50.0,86.0,56.26,67.43,67.57,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3059,2017-03-15 02:59:00,66.13,50.0,86.0,56.26,67.43,67.55,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3060,2017-03-15 03:00:00,66.13,50.0,86.0,53.71,67.42,67.55,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3061,2017-03-15 03:01:00,66.12,50.0,86.0,53.71,67.39,67.53,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3062,2017-03-15 03:02:00,66.12,50.0,86.0,53.71,67.37,67.5,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3063,2017-03-15 03:03:00,66.12,50.0,86.0,53.71,67.37,67.51,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3064,2017-03-15 03:04:00,66.12,50.0,86.0,53.71,67.37,67.5,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3065,2017-03-15 03:05:00,66.11,50.0,86.0,53.71,67.35,67.49,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3066,2017-03-15 03:06:00,66.12,50.0,86.0,53.71,67.35,67.5,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3067,2017-03-15 03:07:00,66.1,50.0,86.0,53.71,67.33,67.47,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3068,2017-03-15 03:08:00,66.11,50.0,86.0,53.71,67.33,67.48,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3069,2017-03-15 03:09:00,66.12,50.0,86.0,53.71,67.33,67.46,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3070,2017-03-15 03:10:00,66.12,50.0,86.0,53.71,67.33,67.47,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
3071,2017-03-15 03:11:00,66.13,50.0,86.0,53.71,67.31,67.46,1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
