,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
76,67.87,50.0,86.0,57.08,69.0,0.5,0.0,1.0,0.0,0.0,0.0,0,1
77,67.87,50.0,86.0,57.08,68.97,0.5,0.0,1.0,0.0,0.0,0.0,0,1
78,67.86,50.0,86.0,57.08,68.96,0.5,0.0,1.0,0.0,0.0,0.0,0,1
79,67.85,50.0,86.0,57.08,68.95,0.5,0.0,1.0,0.0,0.0,0.0,0,1
80,67.83,50.0,86.0,57.08,68.96,0.5,0.0,1.0,0.0,0.0,0.0,0,1
81,67.81,50.0,86.0,57.08,68.94,0.5,0.0,1.0,0.0,0.0,0.0,0,1
82,67.78,50.0,86.0,57.08,68.93,0.5,0.0,1.0,0.0,0.0,0.0,0,1
83,67.74,50.0,86.0,57.08,68.91,0.5,0.0,1.0,0.0,0.0,0.0,0,1
84,67.69,50.0,86.0,57.08,68.9,0.5,0.0,1.0,0.0,0.0,0.0,0,1
85,67.65,50.0,86.0,57.08,68.87,0.5,0.0,1.0,0.0,0.0,0.0,0,1
86,67.6,50.0,86.0,57.08,68.84,0.5,0.0,1.0,0.0,0.0,0.0,0,1
87,67.53,50.0,86.0,57.08,68.82,0.5,0.0,1.0,0.0,0.0,0.0,0,1
88,67.48,50.0,86.0,57.08,68.79,0.5,0.0,1.0,0.0,0.0,0.0,0,1
89,67.45,50.0,86.0,57.08,68.76,0.5,0.0,1.0,0.0,0.0,0.0,0,1
90,67.4,50.0,86.0,59.26,68.74,0.5,0.0,1.0,0.0,0.0,0.0,0,1
91,67.35,50.0,86.0,59.26,68.71,0.5,0.0,1.0,0.0,0.0,0.0,0,1
92,67.32,50.0,86.0,59.26,68.7,0.5,0.0,1.0,0.0,0.0,0.0,0,1
93,67.29,50.0,86.0,59.26,68.66,0.5,0.0,1.0,0.0,0.0,0.0,0,1
94,67.26,50.0,86.0,59.26,68.62,0.5,0.0,1.0,0.0,0.0,0.0,0,1
95,67.24,50.0,86.0,59.26,68.6,0.5,0.0,1.0,0.0,0.0,0.0,0,1
96,67.21,50.0,86.0,59.26,68.59,0.5,0.0,1.0,0.0,0.0,0.0,0,1
97,67.18,50.0,86.0,59.26,68.55,0.5,0.0,1.0,0.0,0.0,0.0,0,1
98,67.16,50.0,86.0,59.26,68.54,0.5,0.0,1.0,0.0,0.0,0.0,0,1
99,67.14,50.0,86.0,59.26,68.53,0.5,0.0,1.0,0.0,0.0,0.0,0,1
100,67.13,50.0,86.0,59.26,68.5,0.5,0.0,1.0,0.0,0.0,0.0,0,1
101,67.12,50.0,86.0,59.26,68.48,0.5,0.0,1.0,0.0,0.0,0.0,0,1
102,67.1,50.0,86.0,59.26,68.46,0.5,0.0,1.0,0.0,0.0,0.0,0,1
103,67.1,50.0,86.0,59.26,68.43,0.5,0.0,1.0,0.0,0.0,0.0,0,1
104,67.08,50.0,86.0,59.26,68.42,0.5,0.0,1.0,0.0,0.0,0.0,0,1
105,67.06,50.0,86.0,57.96,68.4,0.5,0.0,1.0,0.0,0.0,0.0,0,1
106,67.07,50.0,86.0,57.96,68.39,0.5,0.0,1.0,0.0,0.0,0.0,0,1
107,67.06,50.0,86.0,57.96,68.37,0.5,0.0,1.0,0.0,0.0,0.0,0,1
108,67.05,50.0,86.0,57.96,68.35,0.5,0.0,1.0,0.0,0.0,0.0,0,1
109,67.04,50.0,86.0,57.96,68.34,0.5,0.0,1.0,0.0,0.0,0.0,0,1
110,67.04,50.0,86.0,57.96,68.33,0.5,0.0,1.0,0.0,0.0,0.0,0,1
111,67.03,50.0,86.0,57.96,68.3,0.5,0.0,1.0,0.0,0.0,0.0,0,1
112,67.02,50.0,86.0,57.96,68.28,0.5,0.0,1.0,0.0,0.0,0.0,0,1
113,67.02,50.0,86.0,57.96,68.28,0.5,0.0,1.0,0.0,0.0,0.0,0,1
114,67.01,50.0,86.0,57.96,68.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
115,67.01,50.0,86.0,57.96,68.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
116,67.02,50.0,86.0,57.96,68.24,0.5,0.0,1.0,0.0,0.0,0.0,0,1
117,67.02,50.0,86.0,57.96,68.23,0.5,0.0,1.0,0.0,0.0,0.0,0,1
118,67.01,50.0,86.0,57.96,68.21,0.5,0.0,1.0,0.0,0.0,0.0,0,1
119,67.01,50.0,86.0,57.96,68.2,0.5,0.0,1.0,0.0,0.0,0.0,0,1
120,67.01,50.0,86.0,54.67,68.18,0.5,0.0,1.0,0.0,0.0,0.0,0,1
121,67.01,50.0,86.0,54.67,68.17,0.5,0.0,1.0,0.0,0.0,0.0,0,1
122,67.0,50.0,86.0,54.67,68.16,0.5,0.0,1.0,0.0,0.0,0.0,0,1
123,67.01,50.0,86.0,54.67,68.16,0.5,0.0,1.0,0.0,0.0,0.0,0,1
124,67.0,50.0,86.0,54.67,68.14,0.5,0.0,1.0,0.0,0.0,0.0,0,1
125,67.02,50.0,86.0,54.67,68.12,0.5,0.0,1.0,0.0,0.0,0.0,0,1
126,67.01,50.0,86.0,54.67,68.12,0.5,0.0,1.0,0.0,0.0,0.0,0,1
127,67.01,50.0,86.0,54.67,68.12,0.5,0.0,1.0,0.0,0.0,0.0,0,1
128,67.02,50.0,86.0,54.67,68.12,0.5,0.0,1.0,0.0,0.0,0.0,0,1
129,67.03,50.0,86.0,54.67,68.13,0.5,0.0,1.0,0.0,0.0,0.0,0,1
130,67.03,50.0,86.0,54.67,68.12,0.5,0.0,1.0,0.0,0.0,0.0,0,1
131,67.05,50.0,86.0,54.67,68.12,0.5,0.0,1.0,0.0,0.0,0.0,0,1
132,67.05,50.0,86.0,54.67,68.11,0.5,0.0,1.0,0.0,0.0,0.0,0,1
133,67.05,50.0,86.0,54.67,68.11,0.5,0.0,1.0,0.0,0.0,0.0,0,1
134,67.06,50.0,86.0,54.67,68.11,0.5,0.0,1.0,0.0,0.0,0.0,0,1
135,67.06,50.0,86.0,57.53,68.1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
136,67.07,50.0,86.0,57.53,68.09,0.5,0.0,1.0,0.0,0.0,0.0,0,1
137,67.08,50.0,86.0,57.53,68.1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
138,67.1,50.0,86.0,57.53,68.09,0.5,0.0,1.0,0.0,0.0,0.0,0,1
139,67.1,50.0,86.0,57.53,68.1,0.5,0.0,1.0,0.0,0.0,0.0,0,1
140,67.1,50.0,86.0,57.53,68.08,0.5,0.0,1.0,0.0,0.0,0.0,0,1
141,67.11,50.0,86.0,57.53,68.08,0.5,0.0,1.0,0.0,0.0,0.0,0,1
142,67.12,50.0,86.0,57.53,68.07,0.5,0.0,1.0,0.0,0.0,0.0,0,1
143,67.14,50.0,86.0,57.53,68.08,0.5,0.0,1.0,0.0,0.0,0.0,0,1
144,67.14,50.0,86.0,57.53,68.07,0.5,0.0,1.0,0.0,0.0,0.0,0,1
145,67.14,50.0,86.0,57.53,68.07,0.5,0.0,1.0,0.0,0.0,0.0,0,1
146,67.14,50.0,86.0,57.53,68.06,0.5,0.0,1.0,0.0,0.0,0.0,0,1
147,67.14,50.0,86.0,57.53,68.04,0.5,0.0,1.0,0.0,0.0,0.0,0,1
148,67.12,50.0,86.0,57.53,68.04,0.5,0.0,1.0,0.0,0.0,0.0,0,1
149,67.08,50.0,86.0,57.53,68.03,0.5,0.0,1.0,0.0,0.0,0.0,0,1
150,67.05,50.0,86.0,56.01,68.02,0.5,0.0,1.0,0.0,0.0,0.0,0,1
151,66.99,50.0,86.0,56.01,68.02,0.5,0.0,1.0,0.0,0.0,0.0,0,1
152,66.93,50.0,86.0,56.01,68.0,0.5,0.0,1.0,0.0,0.0,0.0,0,1
153,66.87,50.0,86.0,56.01,67.99,0.5,0.0,1.0,0.0,0.0,0.0,0,1
154,66.81,50.0,86.0,56.01,67.97,0.5,0.0,1.0,0.0,0.0,0.0,0,1
155,66.76,50.0,86.0,56.01,67.94,0.5,0.0,1.0,0.0,0.0,0.0,0,1
156,66.68,50.0,86.0,56.01,67.91,0.5,0.0,1.0,0.0,0.0,0.0,0,1
157,66.63,50.0,86.0,56.01,67.87,0.5,0.0,1.0,0.0,0.0,0.0,0,1
158,66.57,50.0,86.0,56.01,67.85,0.5,0.0,1.0,0.0,0.0,0.0,0,1
159,66.54,50.0,86.0,56.01,67.84,0.5,0.0,1.0,0.0,0.0,0.0,0,1
160,66.49,50.0,86.0,56.01,67.81,0.5,0.0,1.0,0.0,0.0,0.0,0,1
161,66.45,50.0,86.0,56.01,67.77,0.5,0.0,1.0,0.0,0.0,0.0,0,1
162,66.41,50.0,86.0,56.01,67.76,0.5,0.0,1.0,0.0,0.0,0.0,0,1
163,66.37,50.0,86.0,56.01,67.73,0.5,0.0,1.0,0.0,0.0,0.0,0,1
164,66.34,50.0,86.0,56.01,67.69,0.5,0.0,1.0,0.0,0.0,0.0,0,1
165,66.3,50.0,86.0,56.26,67.66,0.5,0.0,1.0,0.0,0.0,0.0,0,1
166,66.29,50.0,86.0,56.26,67.65,0.5,0.0,1.0,0.0,0.0,0.0,0,1
167,66.26,50.0,86.0,56.26,67.63,0.5,0.0,1.0,0.0,0.0,0.0,0,1
168,66.24,50.0,86.0,56.26,67.61,0.5,0.0,1.0,0.0,0.0,0.0,0,1
169,66.22,50.0,86.0,56.26,67.58,0.5,0.0,1.0,0.0,0.0,0.0,0,1
170,66.21,50.0,86.0,56.26,67.58,0.5,0.0,1.0,0.0,0.0,0.0,0,1
171,66.2,50.0,86.0,56.26,67.55,0.5,0.0,1.0,0.0,0.0,0.0,0,1
172,66.19,50.0,86.0,56.26,67.55,0.5,0.0,1.0,0.0,0.0,0.0,0,1
173,66.18,50.0,86.0,56.26,67.5,0.5,0.0,1.0,0.0,0.0,0.0,0,1
174,66.17,50.0,86.0,56.26,67.5,0.5,0.0,1.0,0.0,0.0,0.0,0,1
175,66.15,50.0,86.0,56.26,67.47,0.5,0.0,1.0,0.0,0.0,0.0,0,1
176,66.14,50.0,86.0,56.26,67.47,0.5,0.0,1.0,0.0,0.0,0.0,0,1
177,66.14,50.0,86.0,56.26,67.44,0.5,0.0,1.0,0.0,0.0,0.0,0,1
178,66.13,50.0,86.0,56.26,67.43,0.5,0.0,1.0,0.0,0.0,0.0,0,1
179,66.13,50.0,86.0,56.26,67.43,0.5,0.0,1.0,0.0,0.0,0.0,0,1
180,66.13,50.0,86.0,53.71,67.42,0.5,0.0,1.0,0.0,0.0,0.0,0,1
181,66.12,50.0,86.0,53.71,67.39,0.5,0.0,1.0,0.0,0.0,0.0,0,1
182,66.12,50.0,86.0,53.71,67.37,0.5,0.0,1.0,0.0,0.0,0.0,0,1
183,66.12,50.0,86.0,53.71,67.37,0.5,0.0,1.0,0.0,0.0,0.0,0,1
184,66.12,50.0,86.0,53.71,67.37,0.5,0.0,1.0,0.0,0.0,0.0,0,1
185,66.11,50.0,86.0,53.71,67.35,0.5,0.0,1.0,0.0,0.0,0.0,0,1
186,66.12,50.0,86.0,53.71,67.35,0.5,0.0,1.0,0.0,0.0,0.0,0,1
187,66.1,50.0,86.0,53.71,67.33,0.5,0.0,1.0,0.0,0.0,0.0,0,1
188,66.11,50.0,86.0,53.71,67.33,0.5,0.0,1.0,0.0,0.0,0.0,0,1
189,66.12,50.0,86.0,53.71,67.33,0.5,0.0,1.0,0.0,0.0,0.0,0,1
190,66.12,50.0,86.0,53.71,67.33,0.5,0.0,1.0,0.0,0.0,0.0,0,1
191,66.13,50.0,86.0,53.71,67.31,0.5,0.0,1.0,0.0,0.0,0.0,0,1
192,66.13,50.0,86.0,53.71,67.3,0.5,0.0,1.0,0.0,0.0,0.0,0,1
193,66.13,50.0,86.0,53.71,67.3,0.5,0.0,1.0,0.0,0.0,0.0,0,1
194,66.13,50.0,86.0,53.71,67.3,0.5,0.0,1.0,0.0,0.0,0.0,0,1
195,66.15,50.0,86.0,52.16,67.28,0.5,0.0,1.0,0.0,0.0,0.0,0,1
196,66.15,50.0,86.0,52.16,67.28,0.5,0.0,1.0,0.0,0.0,0.0,0,1
197,66.15,50.0,86.0,52.16,67.27,0.5,0.0,1.0,0.0,0.0,0.0,0,1
198,66.17,50.0,86.0,52.16,67.27,0.5,0.0,1.0,0.0,0.0,0.0,0,1
199,66.16,50.0,86.0,52.16,67.27,0.5,0.0,1.0,0.0,0.0,0.0,0,1
200,66.17,50.0,86.0,52.16,67.28,0.5,0.0,1.0,0.0,0.0,0.0,0,1
201,66.19,50.0,86.0,52.16,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
202,66.19,50.0,86.0,52.16,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
203,66.19,50.0,86.0,52.16,67.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
204,66.19,50.0,86.0,52.16,67.27,0.5,0.0,1.0,0.0,0.0,0.0,0,1
205,66.2,50.0,86.0,52.16,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
206,66.21,50.0,86.0,52.16,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
207,66.22,50.0,86.0,52.16,67.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
208,66.23,50.0,86.0,52.16,67.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
209,66.24,50.0,86.0,52.16,67.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
210,66.25,50.0,86.0,49.7,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
211,66.25,50.0,86.0,49.7,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
212,66.28,50.0,86.0,49.7,67.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
213,66.28,50.0,86.0,49.7,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
214,66.28,50.0,86.0,49.7,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
215,66.28,50.0,86.0,49.7,67.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
216,66.28,50.0,86.0,49.7,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
217,66.28,50.0,86.0,49.7,67.26,0.5,0.0,1.0,0.0,0.0,0.0,0,1
218,66.26,50.0,86.0,49.7,67.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
219,66.24,50.0,86.0,49.7,67.24,0.5,0.0,1.0,0.0,0.0,0.0,0,1
220,66.19,50.0,86.0,49.7,67.25,0.5,0.0,1.0,0.0,0.0,0.0,0,1
221,66.15,50.0,86.0,49.7,67.22,0.5,0.0,1.0,0.0,0.0,0.0,0,1
222,66.1,50.0,86.0,49.7,67.22,0.5,0.0,1.0,0.0,0.0,0.0,0,1
223,66.06,50.0,86.0,49.7,67.2,0.5,0.0,1.0,0.0,0.0,0.0,0,1
224,65.99,50.0,86.0,49.7,67.18,0.5,0.0,1.0,0.0,0.0,0.0,0,1
225,65.96,50.0,86.0,49.75,67.17,0.5,0.0,1.0,0.0,0.0,0.0,0,1
226,65.9,50.0,86.0,49.75,67.15,0.5,0.0,1.0,0.0,0.0,0.0,0,1
227,65.87,50.0,86.0,49.75,67.13,0.5,0.0,1.0,0.0,0.0,0.0,0,1
228,65.83,50.0,86.0,49.75,67.13,0.5,0.0,1.0,0.0,0.0,0.0,0,1
229,65.81,50.0,86.0,49.75,67.09,0.5,0.0,1.0,0.0,0.0,0.0,0,1
230,65.78,50.0,86.0,49.75,67.07,0.5,0.0,1.0,0.0,0.0,0.0,0,1
231,65.74,50.0,86.0,49.75,67.04,0.5,0.0,1.0,0.0,0.0,0.0,0,1
232,65.71,50.0,86.0,49.75,67.03,0.5,0.0,1.0,0.0,0.0,0.0,0,1
233,65.69,50.0,86.0,49.75,67.01,0.5,0.0,1.0,0.0,0.0,0.0,0,1
234,65.66,50.0,86.0,49.75,67.0,0.5,0.0,1.0,0.0,0.0,0.0,0,1
235,65.65,50.0,86.0,49.75,66.99,0.5,0.0,1.0,0.0,0.0,0.0,0,1
236,65.63,50.0,86.0,49.75,66.96,0.5,0.0,1.0,0.0,0.0,0.0,0,1
237,65.62,50.0,86.0,49.75,66.95,0.5,0.0,1.0,0.0,0.0,0.0,0,1
238,65.62,50.0,86.0,49.75,66.92,0.5,0.0,1.0,0.0,0.0,0.0,0,1
239,65.6,50.0,86.0,49.75,66.91,0.5,0.0,1.0,0.0,0.0,0.0,0,1
240,65.61,50.0,86.0,49.65,66.91,0.5,0.0,1.0,0.0,0.0,0.0,0,1
241,65.6,50.0,86.0,49.65,66.9,0.5,0.0,1.0,0.0,0.0,0.0,0,1
242,65.59,50.0,86.0,49.65,66.9,0.5,0.0,1.0,0.0,0.0,0.0,0,1
243,65.58,50.0,86.0,49.65,66.87,0.5,0.0,1.0,0.0,0.0,0.0,0,1
244,65.58,50.0,86.0,49.65,66.87,0.5,0.0,1.0,0.0,0.0,0.0,0,1
245,65.58,50.0,86.0,49.65,66.85,0.5,0.0,1.0,0.0,0.0,0.0,0,1
246,65.58,50.0,86.0,49.65,66.86,0.5,0.0,1.0,0.0,0.0,0.0,0,1
247,65.58,50.0,86.0,49.65,66.86,0.5,0.0,1.0,0.0,0.0,0.0,0,1
248,65.58,50.0,86.0,49.65,66.83,0.5,0.0,1.0,0.0,0.0,0.0,0,1
249,65.58,50.0,86.0,49.65,66.83,0.5,0.0,1.0,0.0,0.0,0.0,0,1
250,65.6,50.0,86.0,49.65,66.82,0.5,0.0,1.0,0.0,0.0,0.0,0,1
251,65.6,50.0,86.0,49.65,66.82,0.5,0.0,1.0,0.0,0.0,0.0,0,1
252,65.6,50.0,86.0,49.65,66.82,0.5,0.0,1.0,0.0,0.0,0.0,0,1
253,65.6,50.0,86.0,49.65,66.81,0.5,0.0,1.0,0.0,0.0,0.0,0,1
254,65.61,50.0,86.0,49.65,66.8,0.5,0.0,1.0,0.0,0.0,0.0,0,1
255,65.61,50.0,86.0,49.54,66.79,0.5,0.0,1.0,0.0,0.0,0.0,0,1
256,65.61,50.0,86.0,49.54,66.8,0.5,0.0,1.0,0.0,0.0,0.0,0,1
257,65.61,50.0,86.0,49.54,66.78,0.5,0.0,1.0,0.0,0.0,0.0,0,1
258,65.62,50.0,86.0,49.54,66.78,0.5,0.0,1.0,0.0,0.0,0.0,0,1
259,65.63,50.0,86.0,49.54,66.78,0.5,0.0,1.0,0.0,0.0,0.0,0,1
260,65.64,50.0,86.0,49.54,66.77,0.5,0.0,1.0,0.0,0.0,0.0,0,1
261,65.64,50.0,86.0,49.54,66.78,0.5,0.0,1.0,0.0,0.0,0.0,0,1
262,65.64,50.0,86.0,49.54,66.76,0.5,0.0,1.0,0.0,0.0,0.0,0,1
263,65.65,50.0,86.0,49.54,66.76,0.5,0.0,1.0,0.0,0.0,0.0,0,1
264,65.67,50.0,86.0,49.54,66.76,0.5,0.0,1.0,0.0,0.0,0.0,0,1
265,65.67,50.0,86.0,49.54,66.77,0.5,0.0,1.0,0.0,0.0,0.0,0,1
266,65.68,50.0,86.0,49.54,66.76,0.5,0.0,1.0,0.0,0.0,0.0,0,1
267,65.68,50.0,86.0,49.54,66.75,0.5,0.0,1.0,0.0,0.0,0.0,0,1
268,65.7,50.0,86.0,49.54,66.76,0.5,0.0,1.0,0.0,0.0,0.0,0,1
269,65.69,50.0,86.0,49.54,66.77,0.5,0.0,1.0,0.0,0.0,0.0,0,1
